packet_size,duration,protocol,src_port,dst_port,is_malicious
1225,0.2504084743551125,0,10481,360,0
683,0.057800748225436356,1,60653,540,0
44,0.2952292727819425,1,34946,811,0
1223,0.7498522479992049,1,10844,609,0
729,0.18825476398648786,1,33774,46,0
1204,0.18327370336325313,0,43610,1,0
196,0.6210005752530997,2,37508,678,0
304,0.033833937929843995,2,39034,245,0
82,0.12998122482839644,0,55735,219,0
1022,0.5376168918159123,1,38814,614,0
681,0.06521065012082243,2,23893,291,0
685,0.5054319565353815,0,51618,458,0
175,0.6424659787648963,0,35445,204,0
1092,0.6001425912663325,1,3526,202,0
986,2.0338936367423255,0,53445,566,0
868,0.7551554761965651,2,17689,482,0
1127,0.6310750656494947,2,63349,792,0
1404,0.5288355760304998,0,26624,511,0
865,5.529099568787289,2,30418,924,1
167,2.254334159896256,0,15110,278,0
768,11.245806562632925,2,37195,1005,1
649,1.4490829268118588,1,35027,16,1
1568,1.3925745954491484,2,62550,525,1
1403,0.3241662244354197,1,54936,356,0
580,0.04715771420729446,1,14173,356,0
346,2.671102381372735,0,31418,830,0
1184,1.0811610404361371,1,15420,939,0
1009,1.3718507118962506,2,24348,599,0
562,3.232789180763363,2,48222,78,1
454,1.8685553483613564,1,18193,928,0
971,0.3005691333391969,0,47656,67,0
742,0.0016451095634425325,1,49298,859,0
1361,0.4722701358655466,2,45301,723,0
51,0.8457425261180389,2,27267,214,0
689,0.6514389061955279,1,61376,697,0
304,1.9810535039007109,1,32040,449,0
1348,0.11138449673789821,1,4218,965,0
560,14.438063650484704,2,33422,433,1
582,2.1822529865788183,2,5813,545,1
1187,0.3304406383779076,2,21183,115,0
1819,1.7602481817572906,0,44430,787,1
1062,1.3977544007742273,2,62158,420,0
37,1.319979371331909,2,65457,499,0
788,2.0890271634654547,0,6374,710,0
609,1.2829604598960014,0,34325,380,0
1414,0.26375891577081034,0,26001,143,0
1218,1.2226892413493606,0,37455,740,0
1029,0.3677399551368984,0,1153,632,0
213,0.2773023293174767,0,60707,865,0
521,0.07580558925942114,1,46355,24,0
1007,1.3626894827181169,1,53135,539,0
1156,1.2413319194213042,1,35650,945,0
214,5.319904454182214,1,49527,75,1
1265,1.3838135078792844,2,28573,753,0
966,2.4990974618805666,0,13366,535,0
850,0.11432161048466243,2,37441,673,0
1307,0.26479484584145835,0,12002,41,0
944,1.3873380819562975,0,53273,750,0
74,0.32090340519376154,2,53688,751,0
819,0.9799335856647498,1,38652,568,0
797,0.08464787168503972,2,43204,413,0
181,0.6018495477266321,2,9857,415,0
1423,1.3435852088554225,0,61682,449,0
532,1.7017192115896147,0,47927,610,1
74,1.6877892632523448,0,34515,658,0
1221,2.099253522101614,1,63677,978,0
1434,1.4836139640017145,2,30497,774,0
1645,1.1894214500190263,2,1761,436,1
1051,0.03223655078276256,1,30453,552,0
852,0.7656462058757416,2,47671,705,0
332,0.03842666240648271,2,65078,239,0
778,1.6506131834951159,0,2323,42,0
748,1.6132298859517156,1,64305,734,1
347,0.8265171556253739,0,53656,708,0
1097,0.3277339570812699,1,1363,800,0
1268,2.3824782999767526,0,33944,10,1
1706,8.740194197099319,2,55860,747,1
1272,0.5085656697420251,1,43405,837,0
598,1.987208042815278,1,47547,265,0
1094,0.31071191173986284,0,49774,581,0
1026,0.764988941443194,1,20459,445,0
1542,5.347437557386522,2,34218,139,1
1461,0.39434913403326194,2,57322,867,0
115,3.080033110899391,2,25533,731,0
1131,0.12997145305694952,0,61926,196,0
1121,0.018444121601022163,1,56523,74,0
1331,2.3448180050800245,0,43119,615,0
1163,0.07111870033350876,2,52548,225,0
833,4.8145582724266145,1,58302,635,0
510,3.024067181828984,2,45313,102,0
892,0.653469101326045,1,51125,264,1
184,0.7712917132419405,1,57871,945,0
201,0.20446937600400525,0,65462,920,0
488,0.5588876059270158,1,2397,999,0
929,0.06339264911024205,2,64494,161,0
754,0.2535055828461561,1,8106,233,0
842,0.45141396693957614,2,26556,491,0
963,0.5774062289761116,0,43685,787,0
26,3.794073681771409,2,61309,770,0
349,1.6495603896110729,1,19890,311,0
794,1.3371611864974466,2,8617,651,0
373,1.5606232083270961,2,10519,227,1
1128,1.8325674676234025,1,50546,273,0
629,5.4132197175589445,2,8861,938,1
1780,1.2541856388800705,1,12196,317,1
934,5.0806247048841096,0,19704,899,0
1328,0.3777948486266582,2,57210,86,0
719,1.120911687049685,0,56500,291,0
101,1.859919671317154,2,63166,469,0
533,2.474650425336997,2,57318,729,0
834,1.265609551915095,0,31370,871,0
728,0.33352766890299695,2,44109,578,0
765,0.394943878222548,2,61334,769,0
1042,0.020976508791984393,0,24436,647,0
1429,1.4308147599451788,2,23887,404,0
726,0.0436798305608839,1,54321,427,0
490,1.999908659473188,2,31828,375,0
1162,0.1263124996158701,2,11958,902,0
415,0.1885929957846728,2,31747,567,0
280,0.6472688150545638,0,63456,868,0
824,1.3389544487001708,1,21429,755,0
953,0.14966333576451274,1,19772,252,0
1299,0.579945423069541,2,6254,533,0
1190,2.3919820781553462,0,47437,307,1
1356,4.193914168174424,0,23378,430,1
1096,0.122798767199297,1,9978,675,0
959,1.8104587541025219,0,57476,868,0
873,0.6980906790640505,2,24163,264,0
1407,0.014485648218676084,2,46046,1010,0
1323,1.6244566375358314,0,18412,68,0
612,3.95252241732673,2,40849,107,0
733,0.9312170659430079,1,37547,400,0
1201,0.7005915957539225,2,36638,579,0
651,2.1071487706321426,0,56438,199,0
78,3.0473790974699235,1,58717,192,0
147,1.4046087133290934,2,36756,514,0
755,0.5896035880294423,1,42670,769,0
740,0.8970308972834835,0,22045,442,0
1158,1.2070955584445646,2,28726,1,0
1252,0.21601101220725408,2,46440,358,0
545,0.5927608737815744,1,36547,115,0
540,1.7709060102329817,2,61892,903,0
571,1.0634150873545254,2,53800,600,0
256,0.5296756192201566,2,20140,197,0
1324,1.0887486962736863,2,7497,981,0
1402,0.12581542265761983,0,48346,604,0
1244,0.5133247616192739,2,23759,274,0
1321,1.5756576349332736,1,35485,856,0
1278,0.24911386333379415,0,12108,1018,0
513,0.20574762608463923,1,45795,160,0
23,3.0122409940177746,1,29780,173,0
685,0.23559275911395636,1,18092,545,0
461,0.30234718771612556,0,29940,458,0
48,3.493837114130196,0,3943,585,0
1152,1.3269263224123435,0,24574,433,0
663,3.476113785524171,2,37548,929,1
824,1.9168220274520276,1,55630,481,0
94,0.12309810315217808,0,4307,455,0
857,1.2240266675512432,1,5715,196,0
1189,0.7005517454698452,0,24236,796,0
147,1.7669730480669565,0,41142,599,0
61,0.7095646500505337,0,29626,309,0
1399,0.9682193708632763,1,18564,736,0
60,0.6495938023537677,2,36853,556,0
1351,3.7676436644504303,0,57333,848,1
53,1.460888510782021,0,6943,494,0
1060,0.9903851674006445,0,23301,439,0
1196,1.0031108588152697,2,54621,650,0
1017,0.5983507396632682,1,60697,782,0
1421,0.7573860054643115,1,56612,359,0
607,1.3693100789034567,1,18700,36,0
361,1.748360492066276,1,43868,34,0
46,1.1925760024401626,0,10776,88,0
1330,2.577982779704181,2,17036,658,0
665,1.7166005406284086,0,10199,16,0
750,0.8252254347805741,2,41694,745,0
187,1.1129325539019452,1,3091,421,0
629,2.6078647916729114,2,32502,553,0
287,0.965397062156854,0,27463,767,0
840,1.7418667586853471,0,35771,793,0
474,1.1673532391433539,1,51912,126,0
996,4.634532372743728,0,60820,8,1
1444,0.2768584536069191,0,30834,472,0
941,0.5551215611883336,2,19326,468,0
1000,3.434014774710387,0,1724,880,0
881,7.191387432304521,1,65491,862,1
653,0.8310202826971743,1,37838,852,0
149,2.70241548887561,0,35865,510,0
1299,4.438884264778839,1,54837,402,1
1788,1.3323484415354847,2,45737,836,1
838,1.4242490334660096,2,50570,176,0
822,5.242956010375502,0,60324,740,1
1335,0.21462990597044274,0,4072,966,0
1414,0.6373497666559466,2,53628,835,0
813,0.6396356895478164,1,34314,914,0
60,3.831030870891145,0,59930,367,1
168,0.7283464335111687,0,12125,488,0
1339,0.532913436246214,1,30802,18,0
415,1.5295341814123262,0,28449,56,1
695,0.5316518030798182,1,42533,919,0
1156,0.07502202562137716,1,18876,35,0
206,0.8575169106138854,1,56406,902,0
826,1.9217853489450956,1,25524,630,0
763,1.292028669711178,1,59200,794,0
1544,1.4498095858580575,2,13698,766,1
1353,0.09109739220331495,1,63426,725,0
117,0.2258339161339065,2,24219,573,0
74,0.788536112553781,1,51597,600,0
642,0.23200404402784283,0,25395,783,0
683,0.7852035047258711,2,34077,347,0
777,0.26344357891089765,0,52921,32,0
425,1.8899713935659082,1,12981,908,0
410,0.5200616253592735,1,8132,133,1
1355,0.28176710169276725,0,54640,576,0
1332,1.6730498243243113,1,48782,199,0
1104,0.4946679192374374,0,18853,256,1
1191,0.1182067742395272,1,6861,342,0
1287,0.8449228296154447,1,65165,667,0
1087,1.052976107569068,2,16056,975,1
384,1.254198862222594,0,35258,231,0
501,0.2747256152974574,1,27376,301,0
220,0.5865758086505681,0,31239,1017,0
173,0.33179826333194723,2,57343,547,0
1493,0.0844188163436936,0,62023,26,0
92,2.092436224160855,2,10130,535,0
732,1.3051561472278908,0,42271,653,0
315,0.35876721615566637,0,29790,474,0
1060,0.9147244413278307,2,65180,387,0
1260,0.22472453557956953,1,44072,285,0
80,2.209428337378443,1,54602,450,0
958,0.12206181286375288,1,39724,320,0
61,0.00384452623729663,0,11020,156,0
44,0.6971716634166322,0,2202,471,0
1082,0.8749756352356212,1,36343,420,0
150,0.8650400740980674,0,54546,113,0
1272,0.05605400591594529,0,17049,902,0
343,4.8025085877402125,1,10804,651,1
191,0.6915463562458473,2,23730,422,0
1478,0.24408528882488584,0,43940,886,0
121,2.060626739266328,0,10991,930,0
885,0.09113910923397202,0,31880,721,0
543,0.6682291137219861,0,38654,835,0
294,1.1757613738260195,2,10203,876,0
1254,1.4149307716676285,1,39647,942,1
836,0.9788065986170298,0,18611,994,0
976,1.768346602826312,1,24757,598,0
1146,3.9018378183788953,0,61698,285,1
349,2.4915759420572794,2,23794,572,0
31,0.806446979447847,1,34911,54,0
1371,1.6578892857443088,2,58564,605,1
235,0.563625799213429,0,4999,325,0
358,0.3742453808011772,2,58893,970,0
1029,2.238163917995819,2,13943,458,1
1124,1.5911102125790897,0,10626,885,0
824,5.420216808952105,0,46487,265,1
995,4.252279865713156,1,35084,382,0
729,1.5667822041790735,0,43178,213,0
1243,0.9197569088523329,1,11164,333,0
485,0.41433477515241507,2,53831,10,0
1132,0.786569131354896,2,22194,358,0
1311,0.04193529399821139,1,52393,203,0
508,1.365805990685224,0,29854,708,0
66,0.5905103519381302,0,45564,58,0
1331,0.020226411406813867,2,7614,494,0
797,0.0645459254427545,1,47769,510,0
1059,0.49015158511807194,2,31633,768,0
730,0.8756804053982441,2,18425,223,0
826,4.244056583373827,0,28753,369,1
1000,0.9654923135560731,1,38968,692,0
1129,0.654492509869545,2,53766,418,0
493,1.4802564179386595,0,46191,874,1
410,0.24734155660240553,2,29669,547,0
354,0.11973352220070238,2,58415,871,0
648,0.9074151234413135,0,62031,103,0
378,7.440513348944955,0,64374,161,1
902,0.02723518759249916,1,30071,200,0
1004,5.982105350551896,2,59195,160,1
1226,0.8290811898588788,1,23584,695,1
746,0.757913635411515,0,7671,865,0
613,0.5038130687397595,0,22130,136,0
1266,0.9497231981643613,2,7039,942,0
1009,1.6378488004480838,1,22530,398,0
391,0.35620174711614,1,49637,738,0
1067,4.306765607519093,2,25091,392,1
1014,0.7670833225890075,2,64355,755,0
421,0.9630962135607634,1,52265,106,0
1486,1.1415376600657945,0,3080,583,0
634,1.0988068971758864,0,32743,589,0
1316,0.7153329611233212,2,59186,54,0
1202,0.5599533543552523,1,30352,277,0
1195,0.0552822546450228,1,13200,111,0
1014,0.02233338918146612,1,53856,224,0
1024,2.144796738363258,0,43795,75,1
207,0.405956564803764,0,32909,506,0
1141,0.49052500747875516,1,22293,14,0
150,0.14892724677387334,1,47539,971,0
824,1.340053235511882,2,4138,770,0
1214,1.9446618319610791,2,14466,482,0
955,2.7922142145295434,1,41175,189,0
1212,1.2373807146574936,1,2653,364,1
202,1.2068626396320767,0,18951,239,0
1002,1.9348296294339715,1,32341,401,0
383,0.5417851472701669,2,24920,846,0
437,2.9419139292001533,0,29179,985,1
516,2.7602579532708056,2,55945,304,0
1392,0.7250023125684767,2,19312,91,0
1001,0.6876699810223662,0,51612,392,0
1359,5.192770941221062,2,22439,184,1
1503,0.14090421315640153,1,37109,17,1
741,1.8458368196118704,2,61888,965,0
1204,0.9522629850788694,0,12275,12,0
35,0.3942649408331338,0,37908,166,0
545,1.970162045760833,0,26598,1023,1
1780,1.7708423864476037,2,10647,146,1
1636,1.085161927566157,1,21960,282,1
1235,0.613722558567392,0,55739,991,1
1673,4.18336390539139,1,7147,549,1
330,0.08802756530414628,0,4085,582,0
1104,4.739681517475126,1,41881,169,1
1213,1.140636298327077,1,58632,847,0
756,0.4127661149807889,1,37523,170,1
433,1.7583741805245483,0,40119,1009,0
270,1.34656541790817,2,60642,765,0
778,1.5560054193681097,2,29475,346,0
1184,0.12681858643837365,2,17385,499,0
1317,0.151459287536369,1,16931,460,0
1459,0.3375360350966372,0,53493,297,0
1082,0.729971271518786,1,35838,943,0
833,1.3783899899319922,0,53320,142,0
48,1.811131240812618,1,20629,897,0
977,1.2185292909680443,0,33280,785,0
987,5.136899129405631,0,12356,737,1
337,1.3422526324363262,0,38856,695,0
264,0.36566939732359677,1,30500,733,0
767,0.30799537682176237,2,10469,53,0
716,1.1913608382440877,1,34514,118,0
291,0.21427123781004984,1,30791,365,0
1483,0.0972984469894673,0,47081,671,0
1282,0.7597633248224145,0,16234,958,0
396,1.723960100444342,2,25183,136,0
285,0.1068948504475114,2,8588,414,0
945,1.5696948539755826,0,42067,77,0
940,1.669039331019146,2,22243,848,0
1614,0.827470400218667,2,28970,962,1
359,0.05901811732222597,0,37611,557,0
408,0.19187486618216562,1,4388,18,0
596,1.2290385933412378,2,60125,867,0
22,1.2440240715957767,0,56265,941,0
1472,2.2862716356569064,2,5342,403,0
1185,0.8739166941273326,2,57112,205,0
395,0.13251176144086482,0,52956,499,0
343,0.12944251264807224,2,12503,324,0
165,1.2770180088520395,2,8422,595,0
312,0.2030770680319418,2,3476,562,0
451,0.3980707632086807,1,22696,281,0
1029,8.574652237712138,1,58696,166,1
968,0.025076685852620188,2,34217,243,0
604,0.28610868024263936,0,14889,889,0
418,0.5240621893658144,2,26369,479,0
836,0.3279990812948884,2,47299,164,0
1387,0.14661122181591174,1,21383,324,0
983,1.301998279128813,1,9823,568,0
1349,3.9684279517222203,1,60220,551,1
206,0.2977040937481969,2,24077,831,0
80,1.4890781753539706,2,61040,640,0
958,0.487033521230703,0,35916,903,0
1694,1.5424030055492803,2,64510,634,1
729,1.9379494439697795,2,18708,759,0
826,1.3861091054904058,1,6039,698,0
1483,1.6353551375518105,1,32689,208,0
1362,0.1471611909975027,1,9681,315,0
1345,0.07226904568300861,1,52140,304,0
1722,2.345339360734639,1,22975,901,1
30,0.4907522317754585,0,33087,239,0
1105,0.3395083903724448,0,33767,727,0
355,4.771396520113827,0,27545,804,1
1196,1.8104261929757341,1,55455,224,0
583,1.9840558876204983,1,11755,88,0
791,0.3797931817268408,1,19768,537,0
1353,1.9119791116123357,0,64118,429,0
904,0.04179532677772546,1,19447,220,0
1286,0.050937033076904885,0,50100,275,0
1675,8.74794012741826,1,18592,647,1
1857,0.1967969505891063,2,48435,1004,1
1150,0.3924637460564219,0,4958,954,0
245,1.1170491669398026,2,12433,745,0
844,0.41138292799572984,0,55970,977,0
237,0.197962986377433,1,32434,66,0
956,0.3303816922936149,1,31832,592,0
772,0.6117060645007626,2,9196,423,0
525,0.6450922491897908,1,28382,255,0
487,5.897979724253219,0,1801,125,1
73,1.3869074667567967,1,65262,146,0
1090,0.610310480440031,1,20787,615,0
746,1.868644935380083,0,49697,385,0
708,0.12130601498227521,2,36210,447,0
1454,2.7375949233742656,2,32194,387,1
1126,2.9487227987175544,1,21485,383,1
438,0.4748056020865596,0,46246,277,0
709,3.9729179747080288,2,3463,382,0
869,0.6278338625197205,2,8828,124,0
81,1.569907742185702,1,46815,926,0
1188,0.5146781040183311,0,48618,267,0
235,0.5533044050387088,2,14236,790,0
22,0.48269688449014947,1,22677,111,0
179,1.2696697580036806,1,22995,381,0
800,0.7930070394077202,1,3013,825,0
1163,2.8784491204779834,1,8892,601,0
912,0.28886986631182987,2,43050,899,0
1132,0.10598596908354153,0,34736,158,0
348,0.49965736343668155,1,25628,728,0
599,0.9589704604109959,1,52073,896,0
1400,1.9718358940096514,2,23159,813,0
1601,1.024858366577315,1,31568,548,1
1024,6.268107893503295,1,38942,599,1
1510,5.777528054431727,0,65204,118,1
654,0.9602937779597152,1,51873,328,0
1007,2.161154517740963,2,31871,960,0
1238,0.2631294921167318,0,44798,694,0
940,0.5179201339066274,2,61733,68,0
757,5.000466635060579,0,11704,434,0
1375,2.029182196329317,0,48996,359,0
189,0.8315816775419849,1,31107,1003,0
540,0.7269678910639319,1,56061,671,0
87,1.4092251360392698,1,35457,797,1
1304,0.7281723170694037,2,46603,443,0
1863,2.094516732552445,1,59938,164,1
974,1.1557368040826252,1,27333,973,0
1269,0.3425523223878606,0,42743,361,0
1003,0.2249751289458466,1,11373,585,0
1167,0.30816854383172365,1,10567,119,0
994,0.18603950146399226,1,61844,853,0
57,0.10052853740556628,1,10484,1011,0
347,0.5432389290197133,0,35577,195,0
1294,0.12024812644568056,1,29549,601,0
1219,0.18863652356308544,0,6972,857,0
933,0.7925801529530608,2,15522,588,0
473,0.17984375751505258,1,20015,733,0
122,1.132292356096575,1,25998,651,1
1359,0.38182990808080075,1,36422,884,0
992,0.24887054380045495,0,60814,907,0
815,0.7242358397044437,1,8684,241,0
1114,1.122302865545965,1,27269,509,1
612,1.3934027164531277,2,1262,666,0
1157,2.3669478368894867,0,20944,565,0
1083,1.3603739131886945,0,47683,142,0
1344,0.761055720292964,2,54037,832,0
243,1.9708944255107057,0,61471,976,0
337,1.1871759309014192,1,10362,1016,0
745,0.3037865096014641,1,43541,906,1
134,0.5010240709343492,2,62106,31,0
756,5.61474395127496,0,11373,223,1
1725,2.0769610328020205,0,47374,804,1
1083,0.03585018025304139,0,12667,266,0
59,1.3711285005694265,2,58667,282,0
1332,1.619681551226323,1,29298,788,0
1765,2.771857294121754,2,46037,381,1
235,0.7707639097938105,1,41691,556,0
1190,0.2131380722239685,2,40937,62,0
355,1.270235189286946,1,39653,713,0
1568,3.674686876618703,0,46843,847,1
111,0.3801119174987172,0,17656,521,0
372,1.8641421387087853,0,28168,71,0
590,0.6468789599268435,2,13345,602,0
835,1.1079188139998253,2,38115,536,0
800,0.514788550334379,2,30280,140,0
803,5.373745405509113,0,24509,316,1
576,0.9821048940950536,1,3884,340,0
1388,0.1682501144421418,0,50899,888,0
1213,0.46680847609544374,0,15943,590,0
375,0.2345041358074785,1,34361,726,0
210,1.190053354062867,1,9435,528,0
441,2.8861398154398343,1,10610,541,0
719,5.4061181942058,1,53010,416,0
26,0.5983404191613884,0,25336,467,0
152,0.29106162957576653,2,24079,375,0
576,0.584883749133948,0,35914,291,0
845,1.8790797591369237,1,64105,43,0
780,0.23067896958934136,2,29831,864,0
1074,3.038548998997055,2,21408,887,0
554,0.4183463696747384,0,48201,53,0
445,4.254771055355226,0,29949,788,0
1437,1.823924589928621,0,4113,883,0
691,1.6532358627390298,2,15266,232,0
617,2.9785693089663,2,57341,212,1
1480,0.008815958564176003,2,41002,8,0
101,0.48148190747899494,1,17457,634,0
375,0.35926310414157014,1,34306,483,0
1301,0.038114195594846384,0,12007,42,0
608,0.7039356807208665,2,44762,333,0
314,0.5158906146747407,0,44602,233,0
1267,1.0066435062326649,2,43821,70,0
1089,0.9707108100699449,0,5695,879,0
1156,0.12868218152979763,1,25157,16,0
1276,3.7707641894328328,2,51341,69,0
36,0.20693983036051955,1,63366,53,0
657,1.8418164178096288,2,44233,685,1
1266,0.6696602573184807,0,64718,947,0
885,1.6769825325049432,2,1438,994,0
719,0.10450487748131632,1,60636,774,0
467,0.5597432846777175,2,48885,379,0
875,0.9902122566615856,0,51280,801,0
384,0.24226982495976618,2,22266,463,0
694,0.9874320670664164,1,63026,527,0
1027,2.5726216021514725,0,53532,782,0
1369,5.99874344318332,1,36208,679,0
486,0.03298928873202426,2,39403,63,0
624,5.199796787603085,1,60302,261,1
1498,0.371508875825456,2,16255,500,0
882,3.680695528554233,0,22873,121,1
1276,0.27741120892818666,1,42187,858,0
1441,1.3138494132861605,1,57368,240,1
1013,3.091227003571658,2,32700,465,0
1455,2.507417358540099,1,23080,107,0
591,0.04813250652690817,1,42052,1007,0
354,0.41371860712642483,0,58883,180,0
1265,0.5194435746570046,2,20971,16,0
56,0.273141020732471,2,56559,355,0
1223,1.7293042410557593,0,46440,934,1
297,1.0227094367841294,0,27064,309,0
1239,1.9004871696858,2,47134,727,0
935,1.3504225893592605,0,48002,589,0
503,0.78213868463359,0,60020,737,0
1285,1.0601229103107663,0,26306,605,0
1367,0.3201898118566431,2,27225,181,0
903,9.192940275601782,0,7857,174,1
211,0.6718305132361663,1,5776,354,0
1060,0.14311369062669982,1,25531,354,0
543,0.2777901942415501,2,21193,219,0
965,3.10214745744651,0,59713,655,1
420,2.5811035076689377,1,58711,315,0
978,2.7763299392994005,2,45770,434,1
724,0.3414259499717038,1,42519,905,0
41,0.4610107944110473,0,25954,282,0
493,1.089878753133125,2,61910,259,0
1163,0.12583354575884975,1,6047,868,0
229,3.0779235584658613,2,2006,559,0
325,2.0067207376173024,1,15329,5,0
1313,0.8608940413400533,1,64616,574,0
784,3.2278582946059458,0,17170,980,1
1093,0.13244119813493713,0,51521,596,1
686,3.7480513587951076,1,55867,645,1
996,7.067100153853113,2,56178,394,1
782,0.08064944664415599,2,12225,336,0
1270,0.331722900488781,0,17934,63,0
1302,1.205513426988956,1,24055,793,1
400,0.2962695430555908,0,24660,44,0
479,2.7177668675464988,1,18338,153,0
1050,0.14047962527286517,1,28356,926,0
48,1.5964938391238168,0,52458,782,0
926,0.709172283184032,2,19354,854,0
1076,1.387618340473702,0,62295,683,0
898,0.37210092684170115,1,63750,156,0
479,1.5156455175260484,0,16389,478,1
966,1.943759910538226,2,44525,275,0
478,0.6290051738796631,2,11132,358,0
589,0.44584948263281576,1,4384,426,0
1841,1.1574004914856815,0,43577,532,1
757,1.2635910164130433,2,41904,483,0
1328,0.5862019431345238,0,49808,214,0
930,4.82948898918144,2,53101,79,1
1142,0.3494806337923082,1,4649,139,0
486,1.0223266066045076,1,39261,950,1
58,1.4143961817615318,0,2247,98,0
1314,1.168351801129869,1,60327,889,0
906,1.9924645496738416,2,40902,664,0
816,5.747477555385301,1,10181,198,0
176,0.5566223481416201,2,47043,785,0
1509,0.9040241304852266,2,38784,156,1
1222,1.7306157474361008,1,14670,50,1
1392,4.196191358743033,2,45662,479,1
993,2.0715818803676,2,62680,228,0
1540,3.0609613172405847,0,58990,951,1
1065,0.17250751703778544,0,30048,457,0
1070,4.273967384155696,0,5811,522,1
1425,1.7299285449842086,1,24226,149,0
767,0.3730685011381464,0,54902,58,0
1498,2.5748904299288915,2,52548,162,1
1416,2.1555781430203593,1,44932,863,1
40,1.8291700032122764,1,37091,477,0
322,1.0522055957436995,1,10384,107,0
888,0.9546798285466069,1,33716,427,0
103,0.19318689128186314,2,40243,395,0
1496,0.7198811533140741,2,13965,801,0
1430,1.2566038955460064,0,17017,186,0
1300,3.6216277306842617,1,15644,558,0
589,0.22490298472651327,0,58759,957,0
953,0.009589182672922391,2,21217,446,0
1205,0.07828746873874205,1,52583,641,0
1206,0.47136850455558504,2,22272,917,0
1028,1.7178288359541567,0,46876,830,0
812,0.007167708526070768,2,6051,448,0
811,0.6101499363895149,1,64434,87,0
1314,0.3993298901184419,1,5284,249,0
511,0.05390903888703664,0,38620,841,0
227,0.598266705197383,1,42564,440,0
1103,0.29403381188902156,2,10036,257,0
603,2.4244472209535886,2,26847,277,1
1004,1.2228678798384445,2,9339,790,0
1352,0.7372056232141309,2,48051,438,0
539,0.13312853548842904,0,13655,516,0
610,3.254879768391632,2,19282,577,0
1274,1.9558575385875014,0,26123,947,1
218,1.4518720381531114,2,36915,202,0
406,0.08252670274547828,0,38016,575,0
368,0.04820163581924066,2,55430,655,0
979,0.01963965195282527,2,32400,756,0
712,0.20923328396009597,0,53374,804,0
650,7.0073116256178425,1,12001,797,1
1074,5.876777617383512,1,57258,180,1
935,0.6107558348187176,1,27718,686,0
620,3.0253639701623127,0,48400,325,1
1196,0.8253885565159689,1,35002,925,0
930,2.195875084380168,1,10242,623,1
508,2.25106132982966,0,22812,687,1
474,0.8403300852493661,1,21525,475,0
1316,1.570183706599925,1,13477,665,0
1279,4.319060219925041,1,39221,976,0
540,0.28884738011390876,0,16234,400,0
1036,0.7126490127391841,0,63964,868,0
1101,5.875338718779865,1,9713,217,1
1121,2.664596560344045,1,46513,809,1
1033,0.6682717614617653,0,28405,961,0
744,5.0967350720171485,1,64745,453,1
152,2.9021647437711113,0,30532,1001,1
405,2.6736287704195094,1,43677,404,0
1387,0.0518275343133495,0,22166,965,0
603,0.792536104194615,2,41974,932,0
414,2.2112915874275956,2,9940,989,0
1107,0.3047888201424623,0,1399,240,0
740,0.6391297480041442,2,32473,738,0
227,0.6086740536178369,1,24821,186,1
767,3.0419258339963213,0,21806,48,1
1363,1.7352596424764966,0,28052,978,0
552,2.2942399341720945,1,21267,386,1
1409,0.8858269669414703,1,51862,208,0
991,2.4572618480044786,0,30403,157,1
185,0.49801970653041555,1,38804,225,0
30,0.5933957053905096,0,31764,144,0
1743,3.888553871781678,1,50432,419,1
748,0.44278505959218767,0,62862,111,0
820,0.06603397695936578,1,21008,830,0
121,0.07724245832718897,1,1074,875,0
1468,0.12257766300281805,2,7614,874,0
1763,2.7537827638069188,2,41229,465,1
798,0.63908792391209,2,16186,132,0
351,3.7420696471148,1,50770,625,1
1131,0.499077134339856,0,14129,836,0
420,0.29936464528988016,1,38523,947,0
607,0.42647247718456704,2,37665,601,0
908,1.5807646736307754,1,12652,673,0
1089,0.9814057525728379,2,43056,334,0
611,2.7748277062212057,2,39540,920,0
1353,1.1385121415442967,0,22645,75,0
1129,0.8443925589598185,0,2500,793,0
111,0.9421112533408613,2,55046,412,0
692,2.853736991607348,2,41824,519,0
733,1.552117236129974,1,36812,625,0
955,0.02433494486169886,2,56242,36,0
261,0.7638694669138627,1,25461,778,0
21,1.1658373322265976,2,27264,625,0
244,1.3811017796922855,0,46476,804,0
820,0.23970763049826913,0,11946,223,0
608,2.0187405327676218,2,49178,723,0
135,3.120007147106476,1,65222,530,0
1331,3.821600135371528,1,59763,241,1
1146,2.1423000456507064,1,9090,134,0
213,0.10200920703340371,2,13113,732,0
1209,0.057318606086183346,2,33624,391,0
890,0.1383702813029565,0,47200,102,0
213,8.602162355730997,0,9191,1017,1
141,1.8644091145716604,2,13840,652,0
162,0.06086542929514249,0,22188,681,0
1013,0.31699306154096135,1,21453,498,0
125,0.10954296495763005,1,61028,511,0
906,0.35015628849135544,2,36025,703,0
447,0.09492566809943886,1,32439,994,0
1348,1.1026301015082052,2,9141,537,0
336,0.14309332406422443,1,48342,977,0
909,1.9276173501826237,2,61690,949,1
109,4.856944564960929,1,7383,545,1
793,0.013755865047117967,1,15388,343,0
1116,2.260736638409319,0,37989,841,0
1402,0.029371466035735285,0,29818,6,0
242,0.2739708818555095,0,11317,958,0
1532,1.4343366356883305,0,59674,194,1
572,0.40923744499129366,0,60005,742,0
1413,0.7212720543378205,0,10356,137,0
1195,3.857748931692077,2,1639,835,1
1745,2.382158723215479,2,46636,912,1
1361,1.2224424043864395,0,13425,473,0
1127,0.2076448504781898,2,65366,216,0
